user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned,age_group,Engagement_Score,Cluster
4457,Female,39,PK,Premium,226,71,0.02,mobile,0,1,0,35-50,225.9548,0
4458,Female,55,CA,Free,285,30,0.33,mobile,27,0,0,50+,284.0595,0
4459,Male,26,DE,Family,275,19,0.17,desktop,0,1,0,25-34,274.5325,0
4460,Male,52,US,Family,247,11,0.04,web,0,1,1,50+,246.9012,0
4461,Other,34,DE,Student,153,82,0.47,desktop,0,1,0,35-50,152.2809,2
4462,Other,16,IN,Free,296,77,0.1,web,22,0,0,<18,295.704,0
4463,Female,31,UK,Student,129,97,0.21,desktop,0,1,0,25-34,128.7291,2
4464,Other,47,US,Free,283,24,0.15,web,28,0,0,35-50,282.5755,0
4465,Other,30,AU,Family,79,67,0.22,desktop,0,1,1,25-34,78.8262,1
4466,Female,50,IN,Family,282,19,0.38,desktop,0,1,1,50+,280.9284,0
4467,Female,30,IN,Free,159,57,0.46,desktop,15,0,0,25-34,158.2686,2
4468,Male,20,AU,Student,147,41,0.19,mobile,0,1,0,18-24,146.7207,2
4469,Male,29,PK,Free,92,96,0.08,web,43,0,0,25-34,91.9264,1
4470,Male,26,FR,Free,86,65,0,desktop,32,0,0,25-34,86,1
4471,Other,45,AU,Free,209,81,0.26,mobile,26,0,1,35-50,208.4566,0
4472,Male,21,AU,Premium,157,64,0.4,mobile,0,1,1,18-24,156.372,2
4473,Other,17,US,Student,224,5,0.25,web,0,1,0,18-24,223.44,0
4474,Male,34,CA,Student,278,28,0.25,desktop,0,1,0,35-50,277.305,0
4475,Other,41,UK,Student,183,66,0.4,web,0,1,0,35-50,182.268,2
4476,Other,47,FR,Free,135,28,0.32,desktop,34,0,0,35-50,134.568,2
4477,Other,21,US,Student,36,1,0.02,mobile,0,1,0,18-24,35.9928,1
4478,Female,44,CA,Free,209,34,0.44,mobile,19,0,0,35-50,208.0804,0
4479,Other,32,DE,Family,159,88,0.31,mobile,0,1,0,25-34,158.5071,2
4480,Male,30,IN,Free,204,97,0.31,web,9,0,0,25-34,203.3676,0
4481,Male,19,DE,Student,235,86,0.36,desktop,0,1,0,18-24,234.154,0
4482,Female,33,UK,Premium,115,30,0.58,desktop,0,1,1,25-34,114.333,2
4483,Other,43,CA,Free,201,37,0.19,web,49,0,0,35-50,200.6181,2
4484,Male,52,UK,Premium,46,75,0.07,web,0,1,0,50+,45.9678,1
4485,Male,21,FR,Family,83,67,0.39,web,0,1,1,18-24,82.6763,1
4486,Male,55,AU,Student,98,70,0.07,desktop,0,1,0,50+,97.9314,1
4487,Male,59,DE,Premium,251,21,0.02,web,0,1,0,50+,250.9498,0
4488,Male,19,CA,Premium,241,20,0.03,mobile,0,1,0,18-24,240.9277,0
4489,Female,36,UK,Free,276,29,0.56,web,47,0,0,35-50,274.4544,0
4490,Female,33,IN,Premium,41,90,0.56,desktop,0,1,0,25-34,40.7704,1
4491,Other,57,DE,Student,57,42,0.37,desktop,0,1,1,50+,56.7891,1
4492,Male,51,DE,Family,296,31,0.49,mobile,0,1,0,50+,294.5496,0
4493,Male,51,PK,Student,223,55,0.42,desktop,0,1,0,50+,222.0634,0
4494,Male,55,IN,Premium,273,66,0.05,mobile,0,1,1,50+,272.8635,0
4495,Male,30,AU,Free,150,9,0.05,web,40,0,0,25-34,149.925,2
4496,Male,41,PK,Free,20,84,0.52,mobile,17,0,1,35-50,19.896,1
4497,Male,54,IN,Student,51,60,0.18,mobile,0,1,0,50+,50.9082,1
4498,Female,49,IN,Premium,25,6,0.34,web,0,1,0,35-50,24.915,1
4499,Male,27,DE,Free,297,18,0.15,desktop,41,0,0,25-34,296.5545,0
4500,Female,55,DE,Student,235,72,0.55,mobile,0,1,0,50+,233.7075,0
4501,Male,56,AU,Family,117,9,0.56,web,0,1,0,50+,116.3448,2
4502,Female,45,US,Family,77,92,0.12,mobile,0,1,0,35-50,76.9076,1
4503,Female,46,PK,Free,296,52,0.33,mobile,31,0,0,35-50,295.0232,0
4504,Other,31,IN,Premium,65,51,0.19,web,0,1,0,25-34,64.8765,1
4505,Female,33,PK,Premium,133,11,0.43,mobile,0,1,1,25-34,132.4281,2
4506,Male,20,PK,Premium,107,85,0.1,mobile,0,1,0,18-24,106.893,2
4507,Female,26,US,Family,75,73,0.5,web,0,1,1,25-34,74.625,1
4508,Female,46,PK,Free,225,18,0,web,48,0,0,35-50,225,0
4509,Other,31,UK,Student,147,27,0.24,desktop,0,1,0,25-34,146.6472,2
4510,Male,36,AU,Free,34,24,0.35,desktop,23,0,0,35-50,33.881,1
4511,Male,24,CA,Premium,267,54,0.02,mobile,0,1,1,25-34,266.9466,0
4512,Other,51,UK,Free,97,36,0.25,desktop,10,0,0,50+,96.7575,1
4513,Other,29,IN,Free,254,81,0.59,mobile,27,0,0,25-34,252.5014,0
4514,Other,33,US,Student,253,30,0.07,mobile,0,1,0,25-34,252.8229,0
4515,Female,46,IN,Premium,182,20,0.47,desktop,0,1,0,35-50,181.1446,2
4516,Other,23,IN,Free,27,95,0.4,mobile,47,0,0,18-24,26.892,1
4517,Other,19,AU,Family,51,76,0.04,desktop,0,1,0,18-24,50.9796,1
4518,Male,33,US,Premium,149,36,0.32,mobile,0,1,0,25-34,148.5232,2
4519,Other,24,FR,Free,271,7,0.12,desktop,48,0,0,25-34,270.6748,0
4520,Male,16,PK,Premium,289,42,0.15,mobile,0,1,0,<18,288.5665,0
4521,Other,28,CA,Student,293,40,0.25,mobile,0,1,0,25-34,292.2675,0
4522,Female,58,US,Free,257,56,0.25,mobile,24,0,0,50+,256.3575,0
4523,Other,52,IN,Free,63,99,0.41,desktop,15,0,0,50+,62.7417,1
4524,Other,58,DE,Free,22,74,0.25,mobile,20,0,1,50+,21.945,1
4525,Male,57,PK,Free,230,65,0.49,desktop,15,0,1,50+,228.873,0
4526,Other,18,PK,Premium,155,79,0.32,mobile,0,1,0,18-24,154.504,2
4527,Male,42,AU,Family,193,24,0.56,web,0,1,0,35-50,191.9192,2
4528,Female,32,CA,Family,65,88,0.06,web,0,1,0,25-34,64.961,1
4529,Male,40,FR,Family,29,20,0.57,web,0,1,0,35-50,28.8347,1
4530,Male,53,IN,Family,265,14,0.39,mobile,0,1,0,50+,263.9665,0
4531,Male,25,IN,Premium,43,6,0.09,desktop,0,1,1,25-34,42.9613,1
4532,Female,23,UK,Student,98,33,0.13,web,0,1,0,18-24,97.8726,1
4533,Male,40,CA,Free,86,18,0.31,mobile,48,0,0,35-50,85.7334,1
4534,Other,25,PK,Student,34,91,0.11,desktop,0,1,0,25-34,33.9626,1
4535,Other,49,AU,Student,113,42,0.32,desktop,0,1,0,35-50,112.6384,2
4536,Female,28,DE,Free,255,68,0.1,mobile,45,0,1,25-34,254.745,0
4537,Other,59,CA,Family,38,30,0.15,web,0,1,0,50+,37.943,1
4538,Other,51,US,Premium,209,12,0.27,desktop,0,1,0,50+,208.4357,0
4539,Female,40,AU,Free,35,43,0.12,mobile,38,0,0,35-50,34.958,1
4540,Other,19,UK,Family,65,14,0.07,mobile,0,1,0,18-24,64.9545,1
4541,Male,33,DE,Free,219,55,0.52,web,7,0,0,25-34,217.8612,0
4542,Female,21,FR,Premium,103,82,0.37,web,0,1,1,18-24,102.6189,1
4543,Female,17,UK,Free,204,6,0.49,web,44,0,0,18-24,203.0004,0
4544,Female,38,FR,Free,42,31,0.51,mobile,15,0,0,35-50,41.7858,1
4545,Male,35,IN,Family,194,76,0.12,desktop,0,1,0,35-50,193.7672,2
4546,Female,30,CA,Family,32,35,0.31,desktop,0,1,0,25-34,31.9008,1
4547,Other,37,DE,Premium,22,91,0.3,desktop,0,1,0,35-50,21.934,1
4548,Other,42,DE,Family,74,97,0.02,desktop,0,1,0,35-50,73.9852,1
4549,Male,26,UK,Free,233,69,0.42,desktop,16,0,0,25-34,232.0214,0
4550,Other,24,CA,Free,88,72,0.3,web,41,0,0,25-34,87.736,1
4551,Male,45,AU,Premium,52,74,0.54,desktop,0,1,1,35-50,51.7192,1
4552,Female,23,FR,Student,232,30,0.52,mobile,0,1,0,18-24,230.7936,0
4553,Other,56,IN,Student,221,72,0.3,desktop,0,1,0,50+,220.337,0
4554,Other,39,UK,Premium,239,39,0.1,mobile,0,1,0,35-50,238.761,0
4555,Other,49,DE,Family,105,99,0.01,web,0,1,0,35-50,104.9895,1
4556,Other,20,IN,Family,186,26,0.41,desktop,0,1,0,18-24,185.2374,2
4557,Female,24,CA,Premium,205,86,0.21,mobile,0,1,0,25-34,204.5695,0
4558,Other,56,FR,Premium,249,96,0.19,desktop,0,1,1,50+,248.5269,0
4559,Female,23,UK,Family,242,2,0.34,mobile,0,1,0,18-24,241.1772,0
4560,Female,54,FR,Family,108,65,0.26,web,0,1,0,50+,107.7192,2
4561,Male,19,DE,Student,179,61,0.19,mobile,0,1,1,18-24,178.6599,2
4562,Female,32,PK,Premium,106,94,0.07,desktop,0,1,0,25-34,105.9258,2
4563,Other,31,FR,Student,11,61,0,web,0,1,0,25-34,11,1
4564,Male,32,FR,Family,116,77,0.57,mobile,0,1,0,25-34,115.3388,2
4565,Other,29,UK,Premium,42,51,0.6,mobile,0,1,0,25-34,41.748,1
4566,Male,36,UK,Free,192,45,0.35,web,37,0,1,35-50,191.328,2
4567,Female,30,UK,Family,96,10,0.39,desktop,0,1,0,25-34,95.6256,1
4568,Other,51,DE,Premium,279,13,0.22,web,0,1,1,50+,278.3862,0
4569,Other,23,US,Family,105,15,0.49,desktop,0,1,1,18-24,104.4855,1
4570,Other,55,PK,Family,204,10,0.12,desktop,0,1,0,50+,203.7552,0
4571,Male,48,PK,Family,174,99,0.39,web,0,1,0,35-50,173.3214,2
4572,Other,19,AU,Premium,125,95,0.57,desktop,0,1,1,18-24,124.2875,2
4573,Other,44,FR,Free,241,42,0.19,mobile,33,0,1,35-50,240.5421,0
4574,Male,59,DE,Family,195,21,0.54,desktop,0,1,0,50+,193.947,2
4575,Female,39,CA,Free,68,43,0.1,mobile,5,0,1,35-50,67.932,1
4576,Male,59,FR,Premium,187,79,0.31,mobile,0,1,1,50+,186.4203,2
4577,Other,45,AU,Family,61,95,0.29,web,0,1,1,35-50,60.8231,1
4578,Male,39,CA,Student,112,53,0.27,mobile,0,1,0,35-50,111.6976,2
4579,Other,31,US,Premium,103,44,0.52,desktop,0,1,0,25-34,102.4644,1
4580,Female,51,PK,Student,126,22,0.58,mobile,0,1,0,50+,125.2692,2
4581,Male,18,UK,Premium,276,22,0.18,mobile,0,1,0,18-24,275.5032,0
4582,Female,58,DE,Premium,225,82,0.06,desktop,0,1,0,50+,224.865,0
4583,Female,35,UK,Free,227,82,0.59,desktop,7,0,1,35-50,225.6607,0
4584,Other,45,US,Free,181,87,0.57,mobile,40,0,0,35-50,179.9683,2
4585,Other,44,IN,Student,255,74,0.43,desktop,0,1,0,35-50,253.9035,0
4586,Female,20,US,Premium,112,45,0.55,web,0,1,0,18-24,111.384,2
4587,Female,48,AU,Free,29,99,0.4,desktop,20,0,0,35-50,28.884,1
4588,Female,50,FR,Premium,129,25,0.34,mobile,0,1,0,50+,128.5614,2
4589,Other,48,US,Free,107,6,0.06,web,45,0,0,35-50,106.9358,2
4590,Female,46,AU,Premium,281,72,0.11,web,0,1,1,35-50,280.6909,0
4591,Other,23,DE,Family,28,87,0.39,desktop,0,1,0,18-24,27.8908,1
4592,Male,40,DE,Student,132,39,0.09,desktop,0,1,0,35-50,131.8812,2
4593,Male,27,US,Premium,274,17,0.24,desktop,0,1,1,25-34,273.3424,0
4594,Other,36,FR,Family,205,60,0.43,mobile,0,1,0,35-50,204.1185,0
4595,Male,56,UK,Student,190,94,0.44,web,0,1,0,50+,189.164,2
4596,Male,43,PK,Family,163,36,0.28,desktop,0,1,0,35-50,162.5436,2
4597,Other,18,DE,Student,143,93,0.59,desktop,0,1,0,18-24,142.1563,2
4598,Male,23,UK,Free,20,90,0.01,web,44,0,1,18-24,19.998,1
4599,Male,55,FR,Premium,234,75,0.54,web,0,1,0,50+,232.7364,0
4600,Female,44,DE,Family,59,6,0.57,desktop,0,1,1,35-50,58.6637,1
4601,Male,42,AU,Family,172,28,0.56,mobile,0,1,0,35-50,171.0368,2
4602,Female,17,FR,Student,206,61,0.1,mobile,0,1,1,18-24,205.794,0
4603,Other,36,IN,Premium,226,24,0.08,desktop,0,1,1,35-50,225.8192,0
4604,Female,44,FR,Family,41,46,0.25,mobile,0,1,0,35-50,40.8975,1
4605,Male,20,AU,Student,215,71,0.56,mobile,0,1,0,18-24,213.796,0
4606,Other,55,UK,Student,108,66,0.35,web,0,1,0,50+,107.622,2
4607,Other,28,PK,Free,108,68,0,desktop,21,0,1,25-34,108,2
4608,Female,35,FR,Premium,283,39,0.12,mobile,0,1,0,35-50,282.6604,0
4609,Male,30,US,Family,36,6,0.06,web,0,1,1,25-34,35.9784,1
4610,Female,59,PK,Student,276,23,0.45,desktop,0,1,1,50+,274.758,0
4611,Male,47,FR,Premium,73,59,0.42,mobile,0,1,0,35-50,72.6934,1
4612,Other,46,FR,Free,10,41,0.52,desktop,20,0,1,35-50,9.948,1
4613,Male,37,PK,Family,110,38,0.57,web,0,1,1,35-50,109.373,2
4614,Female,52,US,Family,177,83,0.45,desktop,0,1,0,50+,176.2035,2
4615,Other,23,DE,Free,155,88,0.34,web,9,0,0,18-24,154.473,2
4616,Female,54,UK,Free,33,61,0.59,mobile,29,0,1,50+,32.8053,1
4617,Female,49,CA,Free,121,19,0.24,web,46,0,0,35-50,120.7096,2
4618,Male,53,IN,Family,205,60,0.37,desktop,0,1,0,50+,204.2415,0
4619,Female,29,FR,Free,114,32,0.1,web,12,0,0,25-34,113.886,2
4620,Other,33,AU,Family,50,79,0.14,desktop,0,1,1,25-34,49.93,1
4621,Male,58,UK,Premium,145,15,0.32,web,0,1,0,50+,144.536,2
4622,Female,47,AU,Student,137,70,0.1,mobile,0,1,0,35-50,136.863,2
4623,Male,22,PK,Family,265,30,0.36,mobile,0,1,0,18-24,264.046,0
4624,Other,36,CA,Free,106,30,0.47,desktop,35,0,0,35-50,105.5018,2
4625,Other,40,DE,Premium,176,16,0.18,web,0,1,0,35-50,175.6832,2
4626,Other,28,DE,Family,32,92,0.37,mobile,0,1,1,25-34,31.8816,1
4627,Female,35,AU,Student,161,95,0.53,web,0,1,0,35-50,160.1467,2
4628,Male,51,US,Premium,85,90,0.33,web,0,1,1,50+,84.7195,1
4629,Female,43,AU,Premium,216,55,0.5,mobile,0,1,0,35-50,214.92,0
4630,Male,21,US,Student,40,99,0.51,desktop,0,1,1,18-24,39.796,1
4631,Other,53,IN,Student,270,7,0.41,desktop,0,1,0,50+,268.893,0
4632,Male,57,AU,Student,237,29,0.56,mobile,0,1,0,50+,235.6728,0
4633,Male,27,CA,Free,61,63,0.11,web,13,0,0,25-34,60.9329,1
4634,Female,34,CA,Student,189,94,0.29,mobile,0,1,0,35-50,188.4519,2
4635,Male,47,IN,Free,287,80,0.43,web,24,0,1,35-50,285.7659,0
4636,Male,38,US,Student,107,80,0.5,desktop,0,1,0,35-50,106.465,2
4637,Male,21,IN,Free,121,15,0.01,web,17,0,0,18-24,120.9879,2
4638,Male,17,CA,Premium,264,61,0.51,desktop,0,1,0,18-24,262.6536,0
4639,Male,52,UK,Free,253,43,0.41,desktop,43,0,0,50+,251.9627,0
4640,Female,31,AU,Free,159,52,0,mobile,41,0,1,25-34,159,2
4641,Other,28,AU,Free,26,36,0.47,desktop,35,0,0,25-34,25.8778,1
4642,Female,21,UK,Family,40,61,0.06,desktop,0,1,0,18-24,39.976,1
4643,Female,52,PK,Family,64,85,0.17,mobile,0,1,0,50+,63.8912,1
4644,Other,22,IN,Student,241,40,0.31,mobile,0,1,1,18-24,240.2529,0
4645,Female,50,US,Premium,289,16,0.31,desktop,0,1,0,50+,288.1041,0
4646,Other,23,IN,Family,292,74,0.35,desktop,0,1,0,18-24,290.978,0
4647,Other,36,UK,Premium,226,2,0.13,mobile,0,1,1,35-50,225.7062,0
4648,Other,46,IN,Free,238,29,0.45,mobile,26,0,0,35-50,236.929,0
4649,Female,51,PK,Student,128,40,0.41,desktop,0,1,0,50+,127.4752,2
4650,Male,50,FR,Free,184,30,0.01,web,39,0,0,50+,183.9816,2
4651,Female,33,AU,Student,66,53,0.03,web,0,1,0,25-34,65.9802,1
4652,Other,28,IN,Student,53,8,0.53,web,0,1,0,25-34,52.7191,1
4653,Male,44,DE,Student,180,39,0.51,mobile,0,1,1,35-50,179.082,2
4654,Female,37,FR,Premium,110,1,0.05,desktop,0,1,0,35-50,109.945,2
4655,Other,31,UK,Family,212,24,0.44,mobile,0,1,0,25-34,211.0672,0
4656,Other,49,UK,Free,78,22,0.48,mobile,48,0,1,35-50,77.6256,1
4657,Other,16,US,Free,278,77,0.47,desktop,32,0,0,<18,276.6934,0
4658,Other,31,FR,Free,170,16,0.16,mobile,45,0,1,25-34,169.728,2
4659,Male,44,CA,Student,210,29,0.29,desktop,0,1,0,35-50,209.391,0
4660,Male,48,UK,Student,99,12,0.57,desktop,0,1,0,35-50,98.4357,1
4661,Other,53,DE,Premium,65,47,0.43,desktop,0,1,0,50+,64.7205,1
4662,Other,48,US,Student,138,38,0.59,desktop,0,1,0,35-50,137.1858,2
4663,Female,47,IN,Premium,47,71,0.43,desktop,0,1,0,35-50,46.7979,1
4664,Male,18,FR,Family,152,57,0.38,web,0,1,0,18-24,151.4224,2
4665,Female,48,CA,Family,96,86,0.32,mobile,0,1,0,35-50,95.6928,1
4666,Female,22,IN,Family,261,32,0.31,web,0,1,0,18-24,260.1909,0
4667,Male,35,UK,Student,156,63,0.45,desktop,0,1,0,35-50,155.298,2
4668,Male,42,IN,Free,268,64,0.22,mobile,44,0,0,35-50,267.4104,0
4669,Female,31,FR,Premium,246,92,0.3,web,0,1,0,25-34,245.262,0
4670,Female,32,AU,Student,243,79,0.36,desktop,0,1,1,25-34,242.1252,0
4671,Male,37,DE,Free,218,76,0.44,desktop,46,0,1,35-50,217.0408,0
4672,Male,24,AU,Family,68,27,0.54,web,0,1,0,25-34,67.6328,1
4673,Other,19,DE,Family,16,48,0.45,desktop,0,1,0,18-24,15.928,1
4674,Other,38,DE,Student,89,86,0.12,web,0,1,0,35-50,88.8932,1
4675,Other,44,FR,Free,11,82,0.37,mobile,36,0,1,35-50,10.9593,1
4676,Other,48,AU,Family,169,93,0.15,web,0,1,0,35-50,168.7465,2
4677,Female,56,US,Free,225,53,0.27,desktop,47,0,0,50+,224.3925,0
4678,Other,30,CA,Student,21,67,0.37,web,0,1,0,25-34,20.9223,1
4679,Male,17,DE,Student,164,18,0.13,mobile,0,1,0,18-24,163.7868,2
4680,Female,28,FR,Free,240,28,0.22,web,16,0,0,25-34,239.472,0
4681,Other,32,US,Family,58,97,0.27,mobile,0,1,1,25-34,57.8434,1
4682,Other,24,IN,Family,243,64,0.1,desktop,0,1,0,25-34,242.757,0
4683,Other,26,UK,Student,133,91,0.14,desktop,0,1,1,25-34,132.8138,2
4684,Female,22,AU,Family,201,43,0.11,desktop,0,1,0,18-24,200.7789,2
4685,Other,27,DE,Premium,291,11,0.51,web,0,1,1,25-34,289.5159,0
4686,Female,50,UK,Premium,291,18,0.55,mobile,0,1,0,50+,289.3995,0
4687,Male,37,DE,Student,96,23,0.36,mobile,0,1,0,35-50,95.6544,1
4688,Male,49,FR,Family,34,93,0.37,mobile,0,1,0,35-50,33.8742,1
4689,Male,48,US,Student,33,52,0.43,web,0,1,1,35-50,32.8581,1
4690,Female,45,AU,Student,166,59,0.56,desktop,0,1,0,35-50,165.0704,2
4691,Other,58,FR,Family,297,56,0.53,desktop,0,1,1,50+,295.4259,0
4692,Other,35,US,Premium,204,40,0.17,mobile,0,1,0,35-50,203.6532,0
4693,Male,36,FR,Premium,182,81,0.26,desktop,0,1,0,35-50,181.5268,2
4694,Female,33,IN,Family,102,18,0.09,web,0,1,0,25-34,101.9082,1
4695,Male,28,AU,Premium,119,25,0.52,mobile,0,1,0,25-34,118.3812,2
4696,Male,32,IN,Family,274,62,0.51,mobile,0,1,1,25-34,272.6026,0
4697,Male,34,IN,Family,177,11,0.34,web,0,1,0,35-50,176.3982,2
4698,Other,20,FR,Family,163,96,0.11,mobile,0,1,0,18-24,162.8207,2
4699,Other,58,UK,Premium,103,54,0.28,mobile,0,1,1,50+,102.7116,1
4700,Other,30,IN,Student,136,16,0.22,mobile,0,1,0,25-34,135.7008,2
4701,Female,33,US,Premium,266,45,0.39,mobile,0,1,1,25-34,264.9626,0
4702,Other,34,AU,Family,29,43,0.53,web,0,1,0,35-50,28.8463,1
4703,Male,20,IN,Free,266,36,0.46,desktop,34,0,0,18-24,264.7764,0
4704,Female,39,PK,Free,172,58,0.45,desktop,12,0,0,35-50,171.226,2
4705,Male,28,PK,Family,33,28,0.18,web,0,1,1,25-34,32.9406,1
4706,Other,32,FR,Free,110,50,0.01,mobile,13,0,0,25-34,109.989,2
4707,Male,48,CA,Premium,69,79,0.45,web,0,1,0,35-50,68.6895,1
4708,Male,49,DE,Free,191,48,0.03,mobile,36,0,1,35-50,190.9427,2
4709,Male,59,AU,Premium,229,96,0.35,desktop,0,1,0,50+,228.1985,0
4710,Other,21,AU,Premium,286,5,0.31,mobile,0,1,0,18-24,285.1134,0
4711,Female,18,DE,Family,158,89,0.26,desktop,0,1,0,18-24,157.5892,2
4712,Male,55,FR,Student,136,64,0.28,web,0,1,1,50+,135.6192,2
4713,Other,48,US,Student,102,51,0.36,web,0,1,0,35-50,101.6328,1
4714,Male,17,US,Student,227,41,0.47,desktop,0,1,0,18-24,225.9331,0
4715,Female,36,UK,Premium,40,37,0.52,mobile,0,1,0,35-50,39.792,1
4716,Female,27,UK,Free,138,40,0.28,web,27,0,0,25-34,137.6136,2
4717,Other,48,FR,Student,251,11,0.24,desktop,0,1,0,35-50,250.3976,0
4718,Female,20,IN,Premium,174,70,0.32,mobile,0,1,0,18-24,173.4432,2
4719,Other,49,IN,Free,23,7,0.43,mobile,40,0,0,35-50,22.9011,1
4720,Female,22,FR,Student,280,10,0.32,desktop,0,1,0,18-24,279.104,0
4721,Other,54,FR,Premium,242,23,0.15,desktop,0,1,0,50+,241.637,0
4722,Female,55,IN,Premium,28,33,0.23,web,0,1,1,50+,27.9356,1
4723,Male,25,DE,Family,173,71,0.38,desktop,0,1,0,25-34,172.3426,2
4724,Female,36,AU,Family,108,57,0.35,desktop,0,1,0,35-50,107.622,2
4725,Female,32,UK,Free,161,20,0.01,desktop,16,0,1,25-34,160.9839,2
4726,Other,33,AU,Student,204,88,0.13,desktop,0,1,0,25-34,203.7348,0
4727,Other,58,US,Family,208,68,0.19,desktop,0,1,1,50+,207.6048,0
4728,Male,32,DE,Student,157,43,0.26,web,0,1,0,25-34,156.5918,2
4729,Male,41,FR,Student,273,57,0.46,desktop,0,1,1,35-50,271.7442,0
4730,Female,39,FR,Free,251,3,0.27,desktop,9,0,1,35-50,250.3223,0
4731,Female,29,US,Premium,215,38,0.55,web,0,1,1,25-34,213.8175,0
4732,Female,42,FR,Premium,206,47,0.35,web,0,1,0,35-50,205.279,0
4733,Male,56,FR,Student,162,29,0.32,web,0,1,1,50+,161.4816,2
4734,Female,29,DE,Free,254,30,0.4,mobile,7,0,0,25-34,252.984,0
4735,Other,48,FR,Free,171,56,0.41,web,20,0,0,35-50,170.2989,2
4736,Other,24,UK,Premium,131,38,0.27,mobile,0,1,0,25-34,130.6463,2
4737,Other,44,AU,Student,250,21,0.48,desktop,0,1,0,35-50,248.8,0
4738,Male,21,FR,Free,37,55,0.29,web,36,0,0,18-24,36.8927,1
4739,Male,44,DE,Premium,263,36,0.14,mobile,0,1,0,35-50,262.6318,0
4740,Female,25,US,Family,123,20,0.2,desktop,0,1,1,25-34,122.754,2
4741,Male,56,US,Premium,294,99,0.01,desktop,0,1,0,50+,293.9706,0
4742,Other,46,PK,Student,150,77,0.5,mobile,0,1,0,35-50,149.25,2
4743,Male,47,FR,Family,248,23,0.35,desktop,0,1,0,35-50,247.132,0
4744,Female,18,US,Premium,221,99,0.15,web,0,1,0,18-24,220.6685,0
4745,Female,21,DE,Free,167,48,0.21,web,32,0,0,18-24,166.6493,2
4746,Male,56,FR,Free,242,85,0.1,mobile,21,0,0,50+,241.758,0
4747,Female,56,CA,Student,295,26,0.53,mobile,0,1,0,50+,293.4365,0
4748,Male,21,FR,Premium,282,21,0.02,web,0,1,0,18-24,281.9436,0
4749,Female,48,AU,Free,31,46,0.08,web,47,0,1,35-50,30.9752,1
4750,Female,59,PK,Student,71,45,0.22,web,0,1,0,50+,70.8438,1
4751,Female,37,AU,Student,10,90,0.09,desktop,0,1,0,35-50,9.991,1
4752,Female,44,PK,Premium,269,9,0.44,mobile,0,1,0,35-50,267.8164,0
4753,Other,20,US,Premium,105,80,0.4,mobile,0,1,0,18-24,104.58,1
4754,Other,50,DE,Student,98,4,0.52,mobile,0,1,0,50+,97.4904,1
4755,Female,22,UK,Free,97,62,0.33,web,45,0,1,18-24,96.6799,1
4756,Male,47,CA,Free,52,43,0.04,desktop,48,0,0,35-50,51.9792,1
4757,Female,37,PK,Free,242,23,0.56,web,21,0,0,35-50,240.6448,0
4758,Female,48,DE,Free,44,56,0.5,desktop,26,0,0,35-50,43.78,1
4759,Male,22,AU,Free,180,23,0,mobile,9,0,0,18-24,180,2
4760,Female,58,CA,Free,255,90,0,mobile,8,0,0,50+,255,0
4761,Male,32,IN,Family,65,25,0.02,web,0,1,1,25-34,64.987,1
4762,Male,21,FR,Student,131,55,0.21,web,0,1,0,18-24,130.7249,2
4763,Other,28,AU,Family,98,25,0.59,desktop,0,1,1,25-34,97.4218,1
4764,Male,46,IN,Free,116,10,0.54,mobile,20,0,1,35-50,115.3736,2
4765,Other,43,AU,Student,256,4,0.42,desktop,0,1,0,35-50,254.9248,0
4766,Male,22,CA,Family,169,41,0.47,mobile,0,1,0,18-24,168.2057,2
4767,Female,58,IN,Student,99,12,0.51,mobile,0,1,1,50+,98.4951,1
4768,Other,16,DE,Family,110,24,0.45,mobile,0,1,0,<18,109.505,2
4769,Female,55,AU,Student,178,86,0.24,web,0,1,0,50+,177.5728,2
4770,Other,47,DE,Free,104,39,0.21,desktop,13,0,0,35-50,103.7816,1
4771,Other,31,FR,Student,79,57,0.47,web,0,1,0,25-34,78.6287,1
4772,Female,58,PK,Family,70,54,0.1,mobile,0,1,1,50+,69.93,1
4773,Female,44,DE,Family,199,90,0.53,desktop,0,1,0,35-50,197.9453,2
4774,Female,37,PK,Student,262,30,0.42,desktop,0,1,0,35-50,260.8996,0
4775,Male,23,DE,Student,294,27,0.37,desktop,0,1,1,18-24,292.9122,0
4776,Female,50,CA,Free,74,80,0.59,desktop,25,0,0,50+,73.5634,1
4777,Other,47,IN,Family,45,95,0.43,web,0,1,0,35-50,44.8065,1
4778,Male,50,AU,Premium,131,27,0.57,web,0,1,0,50+,130.2533,2
4779,Female,43,PK,Premium,165,14,0.06,desktop,0,1,1,35-50,164.901,2
4780,Other,46,IN,Family,27,26,0.22,desktop,0,1,0,35-50,26.9406,1
4781,Male,36,FR,Premium,199,97,0.52,desktop,0,1,0,35-50,197.9652,2
4782,Male,41,PK,Student,107,59,0.4,desktop,0,1,0,35-50,106.572,2
4783,Female,39,CA,Student,49,84,0.3,web,0,1,0,35-50,48.853,1
4784,Male,50,PK,Premium,265,77,0.44,mobile,0,1,0,50+,263.834,0
4785,Female,22,US,Student,106,76,0.07,desktop,0,1,0,18-24,105.9258,2
4786,Other,49,US,Student,103,34,0.18,web,0,1,0,35-50,102.8146,1
4787,Other,59,IN,Free,224,92,0.36,web,10,0,0,50+,223.1936,0
